Time,Detected Labels,Status,Snapshot
01:19:52,"cleaver, meat cleaver, chopper (32.2%); lighter, light, igniter, ignitor (10.2%); Injection (5.9%)",SAFE,N/A
01:19:53,"lighter, light, igniter, ignitor (25.1%); cleaver, meat cleaver, chopper (20.2%); cellular telephone, cellular phone, cellphone, cell, mobile phone (4.6%)",SAFE,N/A
01:19:53,"lighter, light, igniter, ignitor (23.0%); cleaver, meat cleaver, chopper (5.7%); Injection (5.6%)",SAFE,N/A
01:19:53,"lighter, light, igniter, ignitor (29.3%); cleaver, meat cleaver, chopper (7.8%); cellular telephone, cellular phone, cellphone, cell, mobile phone (6.5%)",SAFE,N/A
01:19:54,"lighter, light, igniter, ignitor (18.8%); cleaver, meat cleaver, chopper (14.0%); Injection (6.9%)",SAFE,N/A
01:19:54,"cleaver, meat cleaver, chopper (33.8%); lighter, light, igniter, ignitor (11.9%); Injection (5.4%)",SAFE,N/A
01:19:54,"cleaver, meat cleaver, chopper (33.3%); lighter, light, igniter, ignitor (8.1%); Injection (5.9%)",SAFE,N/A
01:19:55,"cleaver, meat cleaver, chopper (26.5%); Injection (14.3%); lighter, light, igniter, ignitor (10.2%)",SAFE,N/A
01:19:55,"cleaver, meat cleaver, chopper (33.6%); Injection (11.6%); lighter, light, igniter, ignitor (7.9%)",SAFE,N/A
01:19:55,"lighter, light, igniter, ignitor (30.9%); Injection (17.9%); cleaver, meat cleaver, chopper (8.1%)",SAFE,N/A
01:19:55,"lighter, light, igniter, ignitor (22.5%); Injection (19.6%); cleaver, meat cleaver, chopper (12.0%)",SAFE,N/A
01:19:56,"Injection (21.9%); lighter, light, igniter, ignitor (21.1%); cleaver, meat cleaver, chopper (11.1%)",SAFE,N/A
01:19:56,"Injection (26.0%); lighter, light, igniter, ignitor (20.9%); cleaver, meat cleaver, chopper (9.9%)",SAFE,N/A
01:19:56,"Injection (23.8%); lighter, light, igniter, ignitor (22.4%); cleaver, meat cleaver, chopper (11.9%)",SAFE,N/A
01:19:57,"Injection (20.8%); lighter, light, igniter, ignitor (17.4%); cleaver, meat cleaver, chopper (16.5%)",SAFE,N/A
01:19:57,"torch (22.6%); cleaver, meat cleaver, chopper (9.1%); plunger, plumber's helper (6.3%)",SAFE,N/A
01:19:57,"cleaver, meat cleaver, chopper (54.6%); plunger, plumber's helper (4.4%); torch (2.9%)",SAFE,N/A
01:19:58,"cleaver, meat cleaver, chopper (20.8%); Injection (16.0%); letter opener, paper knife, paperknife (10.1%)",SAFE,N/A
01:19:58,"drumstick (98.5%); drum, membranophone, tympan (0.4%); plunger, plumber's helper (0.2%)",SAFE,N/A
01:19:58,"cleaver, meat cleaver, chopper (49.8%); letter opener, paper knife, paperknife (44.4%); drumstick (0.9%)",SAFE,N/A
01:19:58,"drumstick (65.2%); flute, transverse flute (5.5%); plunger, plumber's helper (2.8%)",SAFE,N/A
01:19:59,"drumstick (73.7%); plunger, plumber's helper (5.6%); maraca (4.2%)",SAFE,N/A
01:19:59,"drumstick (45.1%); plunger, plumber's helper (9.1%); torch (4.7%)",SAFE,N/A
01:19:59,"drumstick (56.3%); torch (6.3%); plunger, plumber's helper (6.0%)",SAFE,N/A
01:20:00,"Injection (67.5%); cleaver, meat cleaver, chopper (8.0%); screwdriver (5.8%)",SAFE,N/A
01:20:00,"candle, taper, wax light (48.8%); torch (24.4%); lighter, light, igniter, ignitor (11.6%)",SAFE,N/A
01:20:00,Injection (99.1%); isopod (0.3%); screwdriver (0.0%),SAFE,N/A
01:20:01,"Injection (96.7%); isopod (0.8%); quill, quill pen (0.1%)",SAFE,N/A
01:20:01,"Injection (91.5%); isopod (1.3%); quill, quill pen (0.4%)",SAFE,N/A
01:20:01,"Injection (96.6%); isopod (0.9%); quill, quill pen (0.1%)",SAFE,N/A
01:20:01,Injection (23.7%); drumstick (9.7%); pole (5.6%),SAFE,N/A
01:20:02,hartebeest (14.4%); drumstick (8.5%); bow (3.5%),SAFE,N/A
01:20:02,"hartebeest (31.2%); bow (12.3%); impala, Aepyceros melampus (3.7%)",SAFE,N/A
01:20:02,hartebeest (44.1%); warthog (3.7%); bow (3.6%),SAFE,N/A
01:20:03,"Injection (24.2%); quill, quill pen (6.7%); hartebeest (4.4%)",SAFE,N/A
01:24:47,"crutch (3.8%); tench, Tinca tinca (1.9%); miniskirt, mini (1.7%)",SAFE,N/A
01:24:48,"potter's wheel (8.9%); drum, membranophone, tympan (4.0%); maraca (3.7%)",SAFE,N/A
01:24:48,"maraca (51.4%); steel drum (3.6%); drum, membranophone, tympan (3.1%)",SAFE,N/A
01:24:48,"maraca (14.3%); candle, taper, wax light (8.6%); lighter, light, igniter, ignitor (4.4%)",SAFE,N/A
01:24:49,"maraca (12.7%); candle, taper, wax light (11.4%); matchstick (5.7%)",SAFE,N/A
01:24:49,"candle, taper, wax light (15.6%); matchstick (6.9%); maraca (6.3%)",SAFE,N/A
01:24:49,"candle, taper, wax light (18.0%); matchstick (5.4%); lighter, light, igniter, ignitor (5.3%)",SAFE,N/A
01:24:50,potter's wheel (15.3%); maraca (4.2%); steel drum (4.1%),SAFE,N/A
01:24:50,"potter's wheel (10.8%); Band Aid (8.1%); panpipe, pandean pipe, syrinx (3.0%)",SAFE,N/A
01:24:50,Band Aid (22.2%); potter's wheel (8.2%); nipple (3.9%),SAFE,N/A
01:24:51,"Band Aid (21.5%); potter's wheel (11.1%); jersey, T-shirt, tee shirt (3.5%)",SAFE,N/A
01:24:51,"Band Aid (19.4%); potter's wheel (10.6%); jersey, T-shirt, tee shirt (5.4%)",SAFE,N/A
01:24:51,"Band Aid (17.1%); jersey, T-shirt, tee shirt (7.2%); potter's wheel (7.1%)",SAFE,N/A
01:24:51,"Band Aid (26.8%); nipple (6.7%); ice lolly, lolly, lollipop, popsicle (4.3%)",SAFE,N/A
01:24:52,"ice lolly, lolly, lollipop, popsicle (23.2%); Band Aid (10.3%); nipple (6.9%)",SAFE,N/A
01:24:52,maraca (23.5%); potter's wheel (6.8%); steel drum (6.3%),SAFE,N/A
01:24:52,"potter's wheel (18.6%); tench, Tinca tinca (7.4%); steel drum (4.1%)",SAFE,N/A
01:24:53,"potter's wheel (52.3%); Indian cobra, Naja naja (6.6%); steel drum (3.9%)",SAFE,N/A
01:24:53,"potter's wheel (55.5%); Indian cobra, Naja naja (4.9%); steel drum (1.5%)",SAFE,N/A
01:24:53,"potter's wheel (27.6%); steel drum (7.1%); tench, Tinca tinca (4.8%)",SAFE,N/A
01:24:54,"potter's wheel (25.2%); steel drum (3.9%); Indian cobra, Naja naja (2.8%)",SAFE,N/A
01:24:54,"potter's wheel (14.1%); steel drum (2.9%); jersey, T-shirt, tee shirt (2.6%)",SAFE,N/A
01:24:54,"potter's wheel (19.0%); steel drum (3.2%); Indian cobra, Naja naja (2.2%)",SAFE,N/A
01:24:54,"potter's wheel (14.2%); steel drum (4.4%); Indian cobra, Naja naja (3.3%)",SAFE,N/A
01:24:55,"potter's wheel (11.4%); Indian cobra, Naja naja (4.8%); tench, Tinca tinca (2.5%)",SAFE,N/A
01:24:55,"jersey, T-shirt, tee shirt (5.5%); steel drum (5.4%); potter's wheel (4.1%)",SAFE,N/A
01:24:55,"potter's wheel (7.3%); steel drum (3.4%); jersey, T-shirt, tee shirt (3.0%)",SAFE,N/A
01:24:56,"potter's wheel (7.6%); jersey, T-shirt, tee shirt (6.6%); maraca (3.1%)",SAFE,N/A
01:24:56,"potter's wheel (14.9%); jersey, T-shirt, tee shirt (3.3%); maraca (3.3%)",SAFE,N/A
01:24:56,"potter's wheel (16.7%); maraca (4.0%); jersey, T-shirt, tee shirt (2.9%)",SAFE,N/A
01:24:57,potter's wheel (20.2%); maraca (3.3%); steel drum (2.7%),SAFE,N/A
01:24:57,"potter's wheel (24.4%); steel drum (4.3%); jersey, T-shirt, tee shirt (2.6%)",SAFE,N/A
01:24:57,"potter's wheel (22.1%); steel drum (7.8%); jersey, T-shirt, tee shirt (3.3%)",SAFE,N/A
01:24:57,"potter's wheel (28.2%); jersey, T-shirt, tee shirt (3.3%); steel drum (1.8%)",SAFE,N/A
01:24:58,"potter's wheel (15.2%); jersey, T-shirt, tee shirt (5.2%); Band Aid (2.4%)",SAFE,N/A
01:24:58,"potter's wheel (16.8%); jersey, T-shirt, tee shirt (3.2%); Indian cobra, Naja naja (1.6%)",SAFE,N/A
01:24:58,"potter's wheel (20.1%); steel drum (2.6%); jersey, T-shirt, tee shirt (2.2%)",SAFE,N/A
01:24:59,"potter's wheel (42.8%); jersey, T-shirt, tee shirt (2.2%); maraca (2.0%)",SAFE,N/A
01:24:59,potter's wheel (17.3%); maraca (9.0%); nipple (2.9%),SAFE,N/A
01:24:59,"electric guitar (12.6%); cleaver, meat cleaver, chopper (7.5%); seat belt, seatbelt (6.9%)",SAFE,N/A
01:25:00,"lighter, light, igniter, ignitor (52.2%); hair spray (9.7%); revolver, six-gun, six-shooter (4.5%)",SAFE,N/A
01:25:00,"scabbard (21.1%); letter opener, paper knife, paperknife (17.5%); lighter, light, igniter, ignitor (7.7%)",SAFE,N/A
01:25:00,"cleaver, meat cleaver, chopper (49.6%); scabbard (29.4%); letter opener, paper knife, paperknife (13.9%)",SAFE,N/A
01:25:00,"scabbard (46.1%); cleaver, meat cleaver, chopper (26.3%); letter opener, paper knife, paperknife (22.8%)",SAFE,N/A
01:25:01,"scabbard (31.7%); letter opener, paper knife, paperknife (15.5%); plane, carpenter's plane, woodworking plane (3.7%)",SAFE,N/A
01:25:01,"letter opener, paper knife, paperknife (70.0%); cleaver, meat cleaver, chopper (11.9%); scabbard (7.4%)",SAFE,N/A
01:25:01,"letter opener, paper knife, paperknife (89.6%); cleaver, meat cleaver, chopper (5.1%); scabbard (0.9%)",SAFE,N/A
01:25:02,"letter opener, paper knife, paperknife (83.7%); cleaver, meat cleaver, chopper (12.2%); scabbard (0.8%)",SAFE,N/A
01:25:02,"letter opener, paper knife, paperknife (84.6%); cleaver, meat cleaver, chopper (11.1%); scabbard (1.0%)",SAFE,N/A
01:25:02,"cleaver, meat cleaver, chopper (55.4%); letter opener, paper knife, paperknife (37.5%); scabbard (2.0%)",SAFE,N/A
01:25:03,"cleaver, meat cleaver, chopper (66.9%); letter opener, paper knife, paperknife (25.4%); scabbard (3.2%)",SAFE,N/A
01:25:03,"cleaver, meat cleaver, chopper (71.7%); letter opener, paper knife, paperknife (19.9%); scabbard (3.2%)",SAFE,N/A
01:25:03,"letter opener, paper knife, paperknife (46.1%); cleaver, meat cleaver, chopper (19.8%); scabbard (5.2%)",SAFE,N/A
01:25:04,"letter opener, paper knife, paperknife (18.6%); cleaver, meat cleaver, chopper (17.2%); can opener, tin opener (9.0%)",SAFE,N/A
01:25:04,"cleaver, meat cleaver, chopper (45.6%); letter opener, paper knife, paperknife (24.6%); scabbard (18.3%)",SAFE,N/A
01:25:04,"cleaver, meat cleaver, chopper (44.9%); letter opener, paper knife, paperknife (18.6%); scabbard (17.0%)",SAFE,N/A
01:25:04,"cleaver, meat cleaver, chopper (43.7%); letter opener, paper knife, paperknife (20.4%); scabbard (18.2%)",SAFE,N/A
01:25:05,"cleaver, meat cleaver, chopper (51.0%); letter opener, paper knife, paperknife (18.0%); scabbard (16.3%)",SAFE,N/A
01:25:05,"cleaver, meat cleaver, chopper (58.8%); letter opener, paper knife, paperknife (15.1%); scabbard (11.5%)",SAFE,N/A
01:25:05,"cleaver, meat cleaver, chopper (50.2%); letter opener, paper knife, paperknife (16.5%); scabbard (15.3%)",SAFE,N/A
01:25:06,"cleaver, meat cleaver, chopper (55.8%); letter opener, paper knife, paperknife (16.5%); scabbard (14.6%)",SAFE,N/A
01:25:06,"cleaver, meat cleaver, chopper (55.7%); letter opener, paper knife, paperknife (18.5%); scabbard (11.3%)",SAFE,N/A
01:25:06,"cleaver, meat cleaver, chopper (57.1%); letter opener, paper knife, paperknife (17.2%); scabbard (11.6%)",SAFE,N/A
01:25:07,"cleaver, meat cleaver, chopper (52.8%); letter opener, paper knife, paperknife (22.0%); scabbard (11.6%)",SAFE,N/A
01:25:07,"cleaver, meat cleaver, chopper (56.9%); letter opener, paper knife, paperknife (17.7%); scabbard (12.9%)",SAFE,N/A
01:25:07,"cleaver, meat cleaver, chopper (60.7%); letter opener, paper knife, paperknife (16.8%); scabbard (10.9%)",SAFE,N/A
01:25:07,"cleaver, meat cleaver, chopper (61.4%); scabbard (15.0%); letter opener, paper knife, paperknife (12.5%)",SAFE,N/A
01:25:08,"cleaver, meat cleaver, chopper (59.5%); letter opener, paper knife, paperknife (15.6%); scabbard (14.9%)",SAFE,N/A
01:25:08,"cleaver, meat cleaver, chopper (66.7%); scabbard (12.9%); letter opener, paper knife, paperknife (10.9%)",SAFE,N/A
01:25:08,"cleaver, meat cleaver, chopper (62.7%); scabbard (14.8%); letter opener, paper knife, paperknife (11.9%)",SAFE,N/A
01:25:09,"cleaver, meat cleaver, chopper (63.8%); scabbard (17.1%); letter opener, paper knife, paperknife (10.6%)",SAFE,N/A
01:25:09,"cleaver, meat cleaver, chopper (62.6%); scabbard (17.3%); letter opener, paper knife, paperknife (12.3%)",SAFE,N/A
01:25:09,"cleaver, meat cleaver, chopper (66.5%); scabbard (15.8%); letter opener, paper knife, paperknife (8.8%)",SAFE,N/A
01:25:10,"cleaver, meat cleaver, chopper (63.4%); scabbard (18.1%); letter opener, paper knife, paperknife (10.1%)",SAFE,N/A
01:25:10,"cleaver, meat cleaver, chopper (61.4%); scabbard (18.2%); letter opener, paper knife, paperknife (11.1%)",SAFE,N/A
01:25:10,"cleaver, meat cleaver, chopper (65.0%); scabbard (13.4%); letter opener, paper knife, paperknife (10.8%)",SAFE,N/A
01:25:10,"cleaver, meat cleaver, chopper (59.2%); scabbard (20.4%); letter opener, paper knife, paperknife (11.1%)",SAFE,N/A
01:25:11,"cleaver, meat cleaver, chopper (62.2%); scabbard (16.4%); letter opener, paper knife, paperknife (12.9%)",SAFE,N/A
01:25:11,"cleaver, meat cleaver, chopper (55.5%); scabbard (18.0%); letter opener, paper knife, paperknife (16.4%)",SAFE,N/A
01:25:11,"cleaver, meat cleaver, chopper (54.2%); scabbard (23.1%); letter opener, paper knife, paperknife (13.5%)",SAFE,N/A
01:25:12,"cleaver, meat cleaver, chopper (53.8%); scabbard (23.5%); letter opener, paper knife, paperknife (12.4%)",SAFE,N/A
01:25:12,"cleaver, meat cleaver, chopper (61.7%); scabbard (18.0%); letter opener, paper knife, paperknife (11.2%)",SAFE,N/A
01:25:12,"cleaver, meat cleaver, chopper (59.8%); scabbard (22.1%); letter opener, paper knife, paperknife (10.3%)",SAFE,N/A
01:25:13,"cleaver, meat cleaver, chopper (58.1%); scabbard (20.4%); letter opener, paper knife, paperknife (13.0%)",SAFE,N/A
01:25:13,"cleaver, meat cleaver, chopper (68.8%); scabbard (15.5%); letter opener, paper knife, paperknife (9.4%)",SAFE,N/A
01:25:13,"cleaver, meat cleaver, chopper (72.2%); scabbard (13.6%); letter opener, paper knife, paperknife (9.4%)",SAFE,N/A
01:25:14,"cleaver, meat cleaver, chopper (50.4%); scabbard (28.0%); letter opener, paper knife, paperknife (16.5%)",SAFE,N/A
01:25:14,"letter opener, paper knife, paperknife (61.2%); scabbard (17.3%); cleaver, meat cleaver, chopper (15.1%)",SAFE,N/A
01:25:14,"letter opener, paper knife, paperknife (35.4%); scabbard (19.3%); cleaver, meat cleaver, chopper (18.8%)",SAFE,N/A
01:25:14,"scabbard (31.0%); letter opener, paper knife, paperknife (12.0%); cleaver, meat cleaver, chopper (9.0%)",SAFE,N/A
01:25:15,"scabbard (35.8%); letter opener, paper knife, paperknife (18.2%); cleaver, meat cleaver, chopper (8.1%)",SAFE,N/A
01:25:15,"scabbard (39.7%); letter opener, paper knife, paperknife (18.1%); cleaver, meat cleaver, chopper (7.5%)",SAFE,N/A
01:25:15,"scabbard (40.5%); letter opener, paper knife, paperknife (19.9%); cleaver, meat cleaver, chopper (4.5%)",SAFE,N/A
01:25:16,"scabbard (38.8%); letter opener, paper knife, paperknife (24.9%); cleaver, meat cleaver, chopper (4.9%)",SAFE,N/A
01:25:16,"scabbard (43.4%); letter opener, paper knife, paperknife (28.4%); cleaver, meat cleaver, chopper (3.6%)",SAFE,N/A
01:25:16,"scabbard (60.5%); letter opener, paper knife, paperknife (21.4%); cleaver, meat cleaver, chopper (4.1%)",SAFE,N/A
01:25:17,"letter opener, paper knife, paperknife (45.2%); scabbard (37.0%); cleaver, meat cleaver, chopper (6.4%)",SAFE,N/A
01:25:17,"letter opener, paper knife, paperknife (42.8%); scabbard (35.6%); cleaver, meat cleaver, chopper (11.6%)",SAFE,N/A
01:25:17,"letter opener, paper knife, paperknife (46.9%); scabbard (33.9%); cleaver, meat cleaver, chopper (10.9%)",SAFE,N/A
01:25:17,"letter opener, paper knife, paperknife (53.3%); scabbard (24.4%); cleaver, meat cleaver, chopper (13.9%)",SAFE,N/A
01:25:18,"letter opener, paper knife, paperknife (51.8%); scabbard (31.2%); cleaver, meat cleaver, chopper (10.2%)",SAFE,N/A
01:25:18,"letter opener, paper knife, paperknife (41.0%); scabbard (36.8%); cleaver, meat cleaver, chopper (11.8%)",SAFE,N/A
01:25:18,"letter opener, paper knife, paperknife (43.9%); scabbard (31.7%); cleaver, meat cleaver, chopper (13.8%)",SAFE,N/A
01:25:19,"letter opener, paper knife, paperknife (49.9%); scabbard (27.2%); cleaver, meat cleaver, chopper (12.5%)",SAFE,N/A
01:25:19,"letter opener, paper knife, paperknife (54.3%); scabbard (25.6%); cleaver, meat cleaver, chopper (10.4%)",SAFE,N/A
01:25:19,"letter opener, paper knife, paperknife (45.4%); scabbard (30.9%); cleaver, meat cleaver, chopper (11.6%)",SAFE,N/A
01:25:20,"letter opener, paper knife, paperknife (52.0%); scabbard (26.2%); cleaver, meat cleaver, chopper (10.8%)",SAFE,N/A
01:25:20,"letter opener, paper knife, paperknife (45.0%); scabbard (25.4%); cleaver, meat cleaver, chopper (18.1%)",SAFE,N/A
01:25:20,"cleaver, meat cleaver, chopper (28.3%); letter opener, paper knife, paperknife (11.4%); scabbard (5.5%)",SAFE,N/A
01:25:20,"revolver, six-gun, six-shooter (79.2%); letter opener, paper knife, paperknife (3.4%); cleaver, meat cleaver, chopper (1.5%)",SAFE,N/A
01:25:21,"letter opener, paper knife, paperknife (65.8%); scabbard (17.3%); cleaver, meat cleaver, chopper (15.0%)",SAFE,N/A
01:25:21,"letter opener, paper knife, paperknife (56.3%); cleaver, meat cleaver, chopper (23.6%); scabbard (18.0%)",SAFE,N/A
01:25:21,"letter opener, paper knife, paperknife (53.1%); cleaver, meat cleaver, chopper (31.6%); scabbard (13.2%)",SAFE,N/A
01:25:22,"letter opener, paper knife, paperknife (53.4%); cleaver, meat cleaver, chopper (32.5%); scabbard (11.9%)",SAFE,N/A
01:25:22,"letter opener, paper knife, paperknife (58.2%); cleaver, meat cleaver, chopper (29.5%); scabbard (10.1%)",SAFE,N/A
01:25:22,"letter opener, paper knife, paperknife (68.2%); scabbard (24.4%); cleaver, meat cleaver, chopper (6.3%)",SAFE,N/A
01:25:23,"letter opener, paper knife, paperknife (70.2%); scabbard (27.3%); cleaver, meat cleaver, chopper (1.7%)",SAFE,N/A
01:25:23,"letter opener, paper knife, paperknife (65.9%); scabbard (30.4%); cleaver, meat cleaver, chopper (2.0%)",SAFE,N/A
01:25:23,"letter opener, paper knife, paperknife (55.9%); scabbard (39.8%); cleaver, meat cleaver, chopper (2.3%)",SAFE,N/A
01:25:24,"scabbard (51.1%); letter opener, paper knife, paperknife (42.4%); cleaver, meat cleaver, chopper (4.1%)",SAFE,N/A
01:25:24,"letter opener, paper knife, paperknife (60.1%); scabbard (36.5%); cleaver, meat cleaver, chopper (2.1%)",SAFE,N/A
01:25:24,"letter opener, paper knife, paperknife (79.3%); scabbard (12.8%); cleaver, meat cleaver, chopper (4.9%)",SAFE,N/A
01:25:24,"letter opener, paper knife, paperknife (49.3%); cleaver, meat cleaver, chopper (26.3%); scabbard (16.5%)",SAFE,N/A
01:25:25,"cleaver, meat cleaver, chopper (69.1%); scabbard (14.6%); letter opener, paper knife, paperknife (10.4%)",SAFE,N/A
01:25:25,"cleaver, meat cleaver, chopper (54.4%); scabbard (20.7%); letter opener, paper knife, paperknife (18.7%)",SAFE,N/A
01:25:25,"letter opener, paper knife, paperknife (60.9%); scabbard (23.9%); cleaver, meat cleaver, chopper (10.4%)",SAFE,N/A
01:25:25,"scabbard (53.7%); letter opener, paper knife, paperknife (32.6%); cleaver, meat cleaver, chopper (10.6%)",SAFE,N/A
01:25:26,"letter opener, paper knife, paperknife (58.9%); cleaver, meat cleaver, chopper (26.5%); scabbard (8.4%)",SAFE,N/A
01:25:26,"letter opener, paper knife, paperknife (60.3%); cleaver, meat cleaver, chopper (18.7%); scabbard (17.7%)",SAFE,N/A
01:25:26,"letter opener, paper knife, paperknife (65.3%); scabbard (22.0%); cleaver, meat cleaver, chopper (10.4%)",SAFE,N/A
01:25:27,"letter opener, paper knife, paperknife (67.0%); scabbard (20.3%); cleaver, meat cleaver, chopper (9.7%)",SAFE,N/A
01:25:27,"letter opener, paper knife, paperknife (43.7%); scabbard (32.4%); cleaver, meat cleaver, chopper (19.0%)",SAFE,N/A
01:25:27,"letter opener, paper knife, paperknife (44.8%); scabbard (29.3%); cleaver, meat cleaver, chopper (20.1%)",SAFE,N/A
01:25:28,"letter opener, paper knife, paperknife (43.6%); scabbard (31.1%); cleaver, meat cleaver, chopper (18.9%)",SAFE,N/A
01:25:28,"letter opener, paper knife, paperknife (37.9%); scabbard (33.2%); cleaver, meat cleaver, chopper (23.0%)",SAFE,N/A
01:25:28,"letter opener, paper knife, paperknife (39.5%); cleaver, meat cleaver, chopper (28.8%); scabbard (26.8%)",SAFE,N/A
01:25:29,"letter opener, paper knife, paperknife (39.6%); scabbard (28.0%); cleaver, meat cleaver, chopper (26.7%)",SAFE,N/A
01:25:29,"letter opener, paper knife, paperknife (40.6%); cleaver, meat cleaver, chopper (29.8%); scabbard (24.2%)",SAFE,N/A
01:25:29,"cleaver, meat cleaver, chopper (36.9%); scabbard (30.2%); letter opener, paper knife, paperknife (27.7%)",SAFE,N/A
01:25:29,"letter opener, paper knife, paperknife (34.2%); scabbard (29.8%); cleaver, meat cleaver, chopper (28.7%)",SAFE,N/A
01:25:30,"letter opener, paper knife, paperknife (32.6%); scabbard (31.2%); cleaver, meat cleaver, chopper (31.1%)",SAFE,N/A
01:25:30,"letter opener, paper knife, paperknife (66.3%); scabbard (25.2%); cleaver, meat cleaver, chopper (5.5%)",SAFE,N/A
01:25:30,"letter opener, paper knife, paperknife (50.2%); scabbard (41.5%); cleaver, meat cleaver, chopper (4.0%)",SAFE,N/A
01:25:31,"letter opener, paper knife, paperknife (60.5%); scabbard (32.5%); cleaver, meat cleaver, chopper (3.0%)",SAFE,N/A
01:25:31,"letter opener, paper knife, paperknife (53.9%); scabbard (38.3%); cleaver, meat cleaver, chopper (3.4%)",SAFE,N/A
01:25:31,"letter opener, paper knife, paperknife (74.3%); scabbard (11.5%); cleaver, meat cleaver, chopper (9.4%)",SAFE,N/A
01:25:31,"letter opener, paper knife, paperknife (71.1%); cleaver, meat cleaver, chopper (15.8%); scabbard (11.0%)",SAFE,N/A
01:25:32,"letter opener, paper knife, paperknife (18.5%); cleaver, meat cleaver, chopper (16.5%); scabbard (7.3%)",SAFE,N/A
01:25:32,"potter's wheel (8.3%); steel drum (3.6%); tench, Tinca tinca (3.3%)",SAFE,N/A
01:25:32,"potter's wheel (26.7%); steel drum (6.5%); dugong, Dugong dugon (3.1%)",SAFE,N/A
01:25:33,"potter's wheel (15.2%); steel drum (9.6%); tench, Tinca tinca (8.2%)",SAFE,N/A
01:25:33,"steel drum (62.3%); gong, tam-tam (4.8%); marimba, xylophone (4.0%)",SAFE,N/A
01:25:33,"potter's wheel (4.5%); maraca (4.2%); marimba, xylophone (1.9%)",SAFE,N/A
01:25:33,"steel drum (7.2%); potter's wheel (5.0%); gong, tam-tam (2.7%)",SAFE,N/A
01:25:34,"gong, tam-tam (16.1%); marimba, xylophone (10.7%); steel drum (8.8%)",SAFE,N/A
01:25:34,oxygen mask (22.6%); nipple (17.7%); Band Aid (7.4%),SAFE,N/A
01:25:34,"fly (5.2%); barn spider, Araneus cavaticus (3.9%); cicada, cicala (2.6%)",SAFE,N/A
01:25:35,"maillot, tank suit (12.0%); maillot (9.1%); barn spider, Araneus cavaticus (4.5%)",SAFE,N/A
01:25:35,"vine snake (27.2%); green mamba (11.0%); Indian cobra, Naja naja (3.6%)",SAFE,N/A
01:25:35,"drumstick (5.8%); French horn, horn (2.5%); sunglass (2.1%)",SAFE,N/A
01:25:36,"Injection (23.0%); black-footed ferret, ferret, Mustela nigripes (6.5%); polecat, fitch, foulmart, foumart, Mustela putorius (2.7%)",SAFE,N/A
01:25:36,"sunglass (5.5%); sunglasses, dark glasses, shades (3.3%); cellular telephone, cellular phone, cellphone, cell, mobile phone (2.8%)",SAFE,N/A
01:25:36,"umbrella (6.0%); punching bag, punch bag, punching ball, punchball (3.7%); cloak (2.4%)",SAFE,N/A
01:25:36,umbrella (4.1%); crutch (2.4%); plastic bag (2.4%),SAFE,N/A
01:25:37,"seat belt, seatbelt (2.9%); iron, smoothing iron (2.2%); lighter, light, igniter, ignitor (2.1%)",SAFE,N/A
01:25:37,"pool table, billiard table, snooker table (13.3%); television, television system (4.8%); punching bag, punch bag, punching ball, punchball (4.2%)",SAFE,N/A
01:25:37,"theater curtain, theatre curtain (7.9%); spotlight, spot (2.7%); home theater, home theatre (1.8%)",SAFE,N/A
01:25:38,"table lamp (4.9%); redbone (2.0%); bloodhound, sleuthhound (1.8%)",SAFE,N/A
01:25:38,"television, television system (3.0%); oxygen mask (2.2%); theater curtain, theatre curtain (1.8%)",SAFE,N/A
01:25:38,"pool table, billiard table, snooker table (11.7%); television, television system (7.2%); spotlight, spot (2.7%)",SAFE,N/A
01:25:39,"prison, prison house (21.2%); sleeping bag (14.5%); prayer rug, prayer mat (6.8%)",SAFE,N/A
01:25:39,"stretcher (27.0%); prison, prison house (15.3%); prayer rug, prayer mat (9.3%)",SAFE,N/A
01:25:39,"sleeping bag (23.4%); stretcher (17.5%); prayer rug, prayer mat (7.9%)",SAFE,N/A
01:25:39,"stretcher (12.6%); prayer rug, prayer mat (6.2%); prison, prison house (2.7%)",SAFE,N/A
01:25:40,stretcher (44.3%); sleeping bag (5.2%); neck brace (2.4%),SAFE,N/A
01:25:40,"sarong (6.9%); wig (4.5%); shoe shop, shoe-shop, shoe store (3.9%)",SAFE,N/A
01:25:40,"prayer rug, prayer mat (63.5%); doormat, welcome mat (3.9%); broom (1.8%)",SAFE,N/A
01:25:41,"shoe shop, shoe-shop, shoe store (8.0%); maraca (5.2%); broom (3.2%)",SAFE,N/A
01:25:41,"prayer rug, prayer mat (28.7%); jigsaw puzzle (5.7%); drum, membranophone, tympan (3.5%)",SAFE,N/A
01:25:41,"potter's wheel (25.9%); prayer rug, prayer mat (11.1%); Indian cobra, Naja naja (5.4%)",SAFE,N/A
01:25:42,"sarong (21.1%); potter's wheel (12.7%); prayer rug, prayer mat (10.2%)",SAFE,N/A
01:25:42,"crutch (13.0%); stretcher (9.1%); barrow, garden cart, lawn cart, wheelbarrow (8.5%)",SAFE,N/A
01:25:42,potter's wheel (13.3%); neck brace (5.6%); crutch (4.6%),SAFE,N/A
01:25:42,"potter's wheel (15.4%); neck brace (10.7%); miniskirt, mini (5.5%)",SAFE,N/A
01:25:43,"potter's wheel (21.3%); stretcher (10.6%); shoe shop, shoe-shop, shoe store (6.8%)",SAFE,N/A
01:25:43,potter's wheel (64.4%); oxygen mask (1.1%); stretcher (0.9%),SAFE,N/A
